Height,A0,B0,C0,D0,E0,F0,G0,H0,Result
504882,1,5,7,3,2,8,4,4,8
504883,2,2,5,3,4,9,4,5,2
504884,7,6,7,6,7,4,9,2,3
504885,9,3,7,2,5,8,2,4,2
504886,5,8,6,9,8,4,6,4,8
504887,6,6,8,6,7,7,5,4,6
504888,2,1,2,1,4,2,8,4,9
504889,9,5,3,3,6,4,3,8,4
504890,2,2,2,8,3,1,8,7,4
504891,1,4,8,8,9,7,3,3,9
504892,2,6,2,7,1,3,9,5,8
504893,3,9,1,8,1,7,1,3,8
504894,4,1,1,8,9,9,1,6,8
504895,3,4,9,6,2,2,5,1,5
504896,4,7,9,5,8,9,9,6,1
504897,6,1,8,8,9,9,6,8,7
504898,1,6,2,8,4,7,1,5,3
504899,9,2,7,3,9,6,6,1,1
504900,1,2,2,2,4,1,7,4,4
504901,2,6,8,8,9,2,9,1,1
504902,8,6,1,3,9,9,8,3,1
504903,7,3,7,8,1,9,6,7,1
504904,2,6,6,5,6,8,5,8,6
504905,1,3,5,5,9,8,8,6,7
504906,9,5,5,5,7,2,7,1,8
504907,5,3,6,6,7,8,5,7,7
504908,4,3,5,1,4,7,7,2,9
504909,8,6,9,4,3,7,8,7,1
504910,7,9,2,3,1,2,8,8,7
504911,9,5,2,8,6,9,8,6,6
504912,4,4,1,4,9,4,1,6,9
504913,7,9,6,5,5,4,4,9,8
504914,8,5,9,5,2,3,1,6,1
504915,8,5,8,8,2,8,3,2,3
504916,4,2,4,6,1,3,7,4,7
504917,5,8,2,5,3,4,6,8,1
504918,6,8,7,4,1,2,3,1,2
504919,9,5,7,7,8,8,2,1,1
504920,9,7,9,6,9,3,8,3,1
504921,4,9,8,1,3,5,6,4,9
504922,3,4,9,7,4,5,9,3,2
504923,2,9,5,1,3,4,8,9,3
504924,6,6,6,6,2,9,6,8,2
504925,1,7,3,7,3,3,5,9,4
504926,7,5,8,2,6,8,8,3,9
504927,5,5,7,4,1,9,6,7,2
504928,4,2,1,5,3,8,2,9,5
504929,6,7,6,7,3,9,3,7,1
504930,3,7,4,3,5,4,5,9,6
504931,3,9,9,3,9,5,3,9,3
504932,8,9,9,9,5,2,6,9,6
504933,3,1,9,8,9,1,2,3,2
504934,9,7,5,6,1,3,8,3,3
504935,9,9,5,1,5,4,8,8,9
504936,6,2,9,8,4,9,3,5,3
504937,6,9,5,4,6,7,6,7,8
504938,7,3,4,9,7,1,9,2,3
504939,3,5,8,6,7,6,7,1,9
504940,9,1,6,2,4,1,1,4,4
504941,8,4,6,1,3,2,2,7,9
504942,3,4,7,5,5,4,3,8,5
504943,1,8,6,7,3,6,1,1,8
504944,3,7,3,8,3,2,8,2,8
504945,3,7,3,4,5,6,2,4,8
504946,5,6,8,1,2,1,1,5,3
504947,9,2,8,8,4,3,9,4,1
504948,6,3,1,7,4,7,8,5,2
504949,7,7,7,8,3,5,9,2,1
504950,1,5,2,1,6,2,2,1,5
504951,9,1,1,7,4,9,5,7,5
504952,7,8,7,9,6,7,1,3,1
504953,5,6,6,2,6,1,1,9,4
504954,5,8,8,9,3,8,1,5,3
504955,3,8,9,4,4,4,6,2,6
504956,5,1,4,2,6,7,5,8,3
504957,3,6,5,8,7,7,8,6,9
504958,4,7,6,2,6,8,5,4,5
504959,7,8,7,4,4,1,8,1,5
504960,4,5,4,3,7,5,6,4,3
504961,8,2,8,5,4,3,7,9,7
504962,1,8,3,8,7,4,6,2,1
504963,4,8,5,7,2,3,9,1,4
504964,7,8,4,6,9,4,4,2,4
504965,1,6,8,5,8,3,6,6,6
504966,1,4,3,9,9,4,1,5,4
504967,3,7,4,6,8,2,3,2,5
504968,8,3,5,6,1,3,6,1,1
504969,1,6,6,8,5,1,4,4,4
504970,5,9,6,4,9,3,5,5,1
504971,7,6,4,3,2,4,6,9,3
504972,6,1,1,9,4,4,7,4,9
504973,5,8,5,7,1,9,7,9,8
504974,6,8,6,3,4,4,8,6,8
504975,5,6,4,6,3,5,4,6,1
504976,1,6,6,3,1,7,1,6,5
504977,5,5,6,8,7,3,2,6,5
504978,3,1,8,5,2,9,3,3,2
504979,1,7,9,7,8,1,7,4,9
504980,3,1,1,2,9,3,3,2,6
504981,2,1,6,1,5,1,1,6,5
504982,8,8,4,9,3,8,3,9,9
504983,7,1,6,2,5,4,9,3,8
504984,2,7,8,5,6,8,6,3,6
504985,4,6,2,3,5,4,4,8,1
504986,4,9,7,3,4,7,8,6,5
504987,7,6,7,8,7,3,3,9,5
504988,6,1,1,8,9,3,9,6,9
504989,5,9,5,8,7,2,4,7,6
504990,3,8,2,2,3,4,8,6,1
504991,9,6,6,3,5,4,2,5,1
504992,7,4,1,2,8,5,4,3,7
504993,2,6,8,8,5,3,4,6,6
504994,2,9,7,6,7,8,4,2,1
504995,1,7,3,7,2,2,9,4,2
504996,8,8,4,3,6,5,5,2,3
504997,6,6,3,2,7,4,6,1,8
504998,2,9,3,8,5,5,5,1,9
504999,4,7,3,4,2,9,3,7,7
505000,8,7,4,6,5,4,3,9,2
505001,8,4,5,5,8,2,6,7,5
505002,9,6,6,7,4,8,4,8,1
505003,1,8,6,1,2,3,2,8,5
505004,3,8,2,8,1,9,7,5,4
505005,3,1,8,3,1,3,5,8,5
505006,9,1,7,3,2,9,3,9,2
505007,6,8,7,1,4,8,3,3,3
505008,2,8,9,6,7,7,5,9,2
505009,8,4,8,8,7,4,7,8,5
505010,5,2,8,7,7,7,7,2,4
505011,4,9,5,8,6,5,5,6,1
505012,8,2,3,3,7,8,1,2,7
505013,8,9,7,9,4,8,5,1,6
505014,9,6,3,1,3,7,6,5,2
505015,7,1,9,1,1,9,4,4,5
505016,3,3,1,8,2,3,8,9,7
505017,1,4,9,9,7,8,4,3,6
505018,9,4,9,7,4,9,8,4,3
505019,5,6,7,2,8,2,7,9,6
505020,1,7,2,9,6,6,2,7,3
505021,6,6,7,6,4,1,5,5,5
505022,4,4,8,9,3,7,4,1,2
505023,7,5,1,5,3,2,9,5,7
505024,7,3,4,3,7,8,5,1,6
505025,9,2,1,1,3,9,9,4,5
505026,1,7,5,2,6,2,4,3,1
505027,5,4,4,9,3,4,9,7,3
505028,6,6,5,9,1,2,6,2,9
505029,7,3,1,6,7,8,7,9,9
505030,1,3,5,9,7,2,3,2,3
505031,7,9,6,4,4,8,6,3,3
505032,4,7,8,3,9,9,9,3,5
505033,2,9,7,1,2,8,9,4,1
505034,2,1,6,1,6,4,8,9,1
505035,5,2,1,6,3,4,5,1,7
505036,2,9,9,9,9,4,8,1,6
505037,3,9,1,6,4,8,1,9,1
505038,1,6,4,7,1,8,5,6,2
505039,5,4,8,1,7,4,7,7,8
505040,3,2,3,9,3,9,3,3,5
505041,3,3,2,8,1,1,9,1,6
505042,6,8,7,8,2,2,8,5,7
505043,4,2,9,4,3,3,8,4,1
505044,1,1,9,3,4,8,7,5,7
505045,5,7,6,2,7,1,7,6,1
505046,5,2,2,2,8,8,3,6,2
505047,6,2,7,7,3,8,8,2,4
505048,9,2,6,6,2,4,1,1,7
505049,5,2,9,9,6,9,7,9,9
505050,6,3,8,8,6,4,1,8,1
505051,9,6,6,7,2,4,9,7,1
505052,1,6,9,8,4,7,1,3,5
505053,8,2,4,6,8,8,7,8,6
505054,6,8,7,1,9,3,4,6,7
505055,9,1,6,2,7,9,5,8,5
505056,8,5,7,4,1,9,4,7,1
505057,6,2,7,6,6,9,5,7,4
505058,7,6,2,8,3,4,4,6,7
505059,4,2,3,6,6,8,5,6,9
505060,4,7,8,5,8,6,4,6,5
505061,9,4,6,4,1,8,2,5,2
505062,2,7,6,8,4,3,1,8,2
505063,7,1,6,8,9,5,6,5,7
505064,1,9,2,3,7,5,5,1,4
505065,7,8,6,3,3,7,4,5,3
505066,5,3,8,4,1,5,1,1,1
505067,3,9,7,7,2,4,3,8,8
505068,4,4,5,5,4,1,6,1,8
505069,3,5,8,3,4,6,5,5,5
505070,7,4,4,2,1,2,1,5,9
505071,4,4,7,1,6,9,9,6,7
505072,6,6,9,2,9,7,7,5,2
505073,2,2,8,2,2,2,6,9,6
505074,6,1,2,6,8,1,7,1,8
505075,2,1,2,2,9,8,9,8,6
505076,9,4,9,3,5,8,6,7,1
505077,8,7,5,6,1,1,4,3,1
505078,8,2,3,6,4,4,3,1,1
505079,8,9,8,7,4,5,5,1,9
505080,1,8,4,3,1,7,5,9,8
505081,9,9,1,7,2,1,7,4,6
505082,1,1,1,5,3,5,4,1,5
505083,7,2,6,1,4,8,8,7,5
505084,5,4,4,3,1,9,2,1,3
505085,1,1,7,3,1,6,3,2,3
505086,5,1,3,6,2,1,7,6,5
505087,7,7,5,2,2,1,6,2,4
505088,6,9,2,6,8,6,7,4,9
505089,6,5,1,8,7,1,8,8,1
505090,1,1,7,9,1,4,9,9,4
505091,4,5,7,2,9,6,3,3,3
505092,7,4,2,3,5,7,6,2,3
505093,7,1,2,3,2,6,6,6,3
505094,2,5,2,7,2,1,6,9,9
505095,1,9,9,7,8,5,4,4,8
505096,2,8,7,2,7,2,4,3,1
505097,2,1,4,4,4,6,4,9,7
505098,3,6,6,5,4,8,7,7,8
505099,5,7,5,9,6,9,1,5,2
505100,5,4,7,4,9,6,2,8,8
505101,3,8,3,9,7,2,9,4,6
505102,1,4,4,3,9,5,3,7,7
505103,1,2,4,5,1,1,8,4,8
505104,5,7,9,4,6,4,9,6,6
505105,1,8,1,9,2,1,4,5,7
505106,7,1,4,2,6,5,1,8,7
505107,1,2,3,4,8,4,5,2,1
505108,3,5,1,6,9,1,1,1,1
505109,4,8,5,4,7,9,4,7,1
505110,7,7,7,6,2,1,3,7,5
505111,6,2,6,4,9,1,5,8,3
505112,2,1,7,4,9,3,9,8,3
505113,7,4,9,8,2,3,5,8,7
505114,1,2,3,2,8,4,6,9,1
505115,1,4,4,3,9,7,8,9,8
505116,3,2,6,4,7,8,4,9,5
505117,2,5,8,1,4,9,4,2,6
505118,1,2,5,3,6,3,6,2,8
505119,1,8,2,2,5,4,5,6,1
505120,4,6,6,2,7,6,8,6,3
505121,1,4,7,2,4,9,6,2,7
505122,7,4,7,4,7,2,3,2,3
505123,6,4,2,2,5,6,6,8,3
505124,6,4,7,1,3,4,1,5,9
505125,2,2,8,5,4,5,7,4,6
505126,8,9,7,1,4,6,5,8,4
505127,9,4,6,2,3,7,9,5,5
505128,6,5,9,3,6,8,7,2,3
505129,1,2,7,4,7,5,6,4,9
505130,2,7,6,8,5,2,5,1,3
505131,9,6,1,8,6,7,3,2,2
505132,1,8,6,3,5,3,8,8,1
505133,3,6,2,5,2,6,7,9,5
505134,8,6,9,7,1,5,4,7,5
505135,6,4,2,7,9,7,9,9,9
505136,1,1,5,2,1,2,9,5,9
505137,2,7,7,9,8,9,4,7,4
505138,8,6,7,5,5,3,4,9,8
505139,3,9,8,4,1,4,4,6,5
505140,8,9,3,7,9,3,6,5,7
505141,1,6,9,2,6,7,2,7,1
505142,3,2,5,2,6,6,8,1,9
505143,7,6,6,3,2,7,8,7,3
505144,9,8,9,6,7,1,3,9,1
505145,3,9,7,1,8,3,9,7,5
505146,4,6,2,5,3,2,2,7,6
505147,8,5,7,8,2,7,8,4,2
505148,8,6,6,4,8,4,4,1,8
505149,5,9,9,3,5,2,5,9,1
505150,4,1,9,1,8,3,5,4,5
505151,5,5,3,3,4,6,1,6,3
505152,7,4,4,2,6,9,5,6,7
505153,7,4,1,2,8,3,2,6,3
505154,2,9,8,5,5,4,4,1,9
505155,7,3,8,6,6,8,1,5,8
505156,4,9,9,7,2,8,7,9,1
505157,5,3,3,1,6,1,2,3,4
505158,9,4,5,5,5,5,5,2,3
505159,8,1,5,2,3,4,7,2,6
505160,8,3,7,4,3,2,7,8,7
505161,3,2,6,6,6,3,1,5,3
505162,1,9,7,1,6,6,9,9,9
505163,2,5,7,6,4,2,1,6,9
505164,2,6,2,7,4,6,9,3,4
505165,8,2,4,9,3,2,5,6,4
505166,7,7,4,9,2,3,4,7,1
505167,2,6,6,6,3,6,3,7,3
505168,3,2,8,1,2,2,4,9,1
505169,9,6,3,3,7,1,2,8,2
505170,3,7,9,7,2,6,2,3,1
505171,7,2,4,3,3,6,2,3,3
505172,9,9,5,9,6,2,8,3,9
505173,7,1,9,4,2,1,9,2,5
505174,1,7,2,2,3,4,2,1,8
505175,9,5,8,5,3,4,9,5,9
505176,6,1,8,3,7,1,8,2,7
505177,2,4,9,5,9,9,7,5,4
505178,3,8,3,1,5,9,5,8,8
505179,1,8,5,2,5,9,8,3,7
505180,9,6,4,2,7,6,3,4,3
505181,7,1,1,2,6,9,8,4,4
505182,1,1,9,2,7,8,8,7,4
505183,6,7,2,6,2,5,4,4,7
505184,8,7,9,6,3,4,6,4,8
505185,9,1,4,1,6,1,6,3,7
505186,4,5,8,6,1,4,8,2,3
505187,4,1,8,3,6,5,8,1,1
505188,7,4,2,3,2,5,7,8,1
505189,8,1,2,1,9,2,5,6,1
505190,9,9,4,2,3,6,2,4,5
505191,6,1,3,9,7,5,1,4,2
505192,6,1,6,5,7,3,8,6,3
505193,7,8,5,1,8,7,3,1,8
505194,9,7,8,2,8,3,6,2,8
505195,5,6,5,4,8,2,9,4,2
505196,2,1,6,7,9,4,4,1,7
505197,6,8,5,4,6,2,3,8,7
505198,9,3,4,3,7,6,6,7,7
505199,3,2,1,9,7,3,1,7,3
505200,9,1,8,3,7,8,1,3,7
505201,9,3,4,9,1,1,5,9,1
505202,1,2,8,4,2,2,8,1,2
505203,3,4,5,8,4,5,3,8,3
505204,4,4,1,2,6,5,7,6,5
505205,1,3,5,2,2,3,5,2,6
505206,1,4,3,4,6,3,2,1,1
505207,6,3,7,7,9,6,5,2,3
505208,7,8,6,2,4,4,1,2,9
505209,7,6,5,9,3,2,4,8,9
505210,9,9,5,7,6,3,1,2,1
505211,9,1,5,5,9,3,7,5,8
505212,2,5,2,4,2,4,8,1,4
505213,3,1,4,8,9,5,8,4,5
505214,6,5,5,3,1,8,7,8,6
505215,9,3,4,4,7,2,4,9,8
505216,8,6,2,7,6,3,8,2,2
505217,1,8,6,3,8,3,4,6,2
505218,2,5,3,7,5,3,3,4,1
505219,8,8,1,9,9,7,6,5,5
505220,2,1,1,8,1,8,7,1,8
505221,7,8,5,4,2,9,6,4,8
505222,1,7,8,3,9,8,8,9,3
505223,1,3,4,9,2,2,8,1,5
505224,3,1,6,9,1,5,1,2,7
505225,4,3,9,6,8,8,1,2,8
505226,4,6,7,1,8,8,3,3,9
505227,1,6,2,8,3,4,1,2,8
505228,9,6,5,3,8,5,4,3,1
505229,5,4,9,1,8,6,8,9,5
505230,1,4,6,4,8,1,2,6,2
505231,1,1,3,9,6,6,8,6,1
505232,3,4,5,5,2,1,8,7,3
505233,9,1,2,2,7,7,4,1,2
505234,6,7,9,5,1,4,7,8,3
505235,5,2,8,7,5,2,2,3,7
505236,9,8,3,2,5,3,8,8,5
505237,9,1,2,8,7,7,6,9,9
505238,2,2,2,9,9,4,7,4,8
505239,8,3,3,2,9,7,1,3,9
505240,5,2,1,3,8,4,2,1,9
505241,3,5,8,9,7,6,5,1,4
505242,1,3,1,5,6,5,1,3,1
505243,2,6,5,7,2,2,8,2,7
505244,1,5,8,2,4,5,4,4,7
505245,9,8,1,8,2,2,5,9,6
505246,4,1,1,1,9,6,1,4,3
505247,6,8,7,5,2,6,6,5,1
505248,8,2,1,5,9,8,7,1,2
505249,3,6,3,2,9,9,4,4,6
505250,3,5,5,8,7,3,7,7,5
505251,7,9,8,2,9,9,6,6,9
505252,7,6,9,7,8,4,5,6,4
505253,6,4,8,1,5,8,9,4,7
505254,6,9,5,6,5,4,1,6,8
505255,3,9,4,6,1,6,1,3,9
505256,3,2,4,2,4,8,1,3,8
505257,5,1,2,9,5,6,2,8,4
505258,7,3,9,8,5,9,9,8,1
505259,5,8,1,9,7,6,3,1,3
505260,3,5,5,2,5,8,9,6,9
505261,1,9,1,8,8,4,7,2,3
505262,6,8,2,7,3,6,4,1,7
505263,5,5,6,5,2,8,7,6,2
505264,9,6,5,8,7,6,1,8,5
505265,4,7,7,4,2,8,7,2,2
505266,8,2,5,9,5,3,8,1,3
505267,3,7,7,6,1,6,4,2,7
505268,6,5,3,3,1,8,2,8,6
505269,2,8,2,3,4,4,8,4,6
505270,8,2,5,6,8,8,8,6,1
505271,3,2,8,3,3,2,6,1,9
505272,8,6,2,6,8,4,9,2,6
505273,8,3,2,2,7,3,5,4,2
505274,4,1,6,6,5,3,5,2,8
505275,3,4,8,9,5,7,1,6,7
505276,4,9,8,6,5,7,1,9,3
505277,1,4,1,4,7,3,2,6,7
505278,6,5,5,5,7,2,2,8,7
505279,5,5,2,9,8,6,2,9,3
505280,1,9,6,9,8,7,6,6,7
505281,8,8,8,2,4,4,9,8,4
505282,3,8,2,8,4,5,5,6,7
505283,8,5,1,5,7,7,9,9,3
505284,5,8,3,6,6,8,6,6,4
505285,3,8,5,1,1,1,3,3,5
505286,3,3,1,2,7,9,6,6,8
505287,9,9,1,3,2,4,6,4,2
505288,1,7,7,3,6,2,1,6,1
505289,6,6,9,6,8,4,7,3,9
505290,9,1,2,2,2,4,7,2,1
505291,1,8,7,2,9,3,8,6,9
505292,8,2,2,6,6,4,3,6,5
505293,2,2,8,3,5,8,2,7,7
505294,8,4,2,6,5,1,8,4,8
505295,4,7,2,8,3,4,7,6,5
505296,2,2,9,4,2,7,5,6,9
505297,2,6,9,3,1,4,7,2,4
505298,3,4,6,6,6,8,3,7,5
505299,3,1,1,9,4,8,6,4,3
505300,4,3,2,4,1,1,4,4,3
505301,2,4,9,4,1,9,1,1,3
505302,8,8,6,6,6,4,2,8,8
505303,6,4,8,9,2,5,9,6,3
505304,2,4,3,8,1,2,4,3,3
505305,1,1,8,8,1,3,9,2,1
505306,2,5,9,8,8,9,3,4,5
505307,8,2,1,5,9,1,9,9,8
505308,3,9,2,6,9,3,1,6,9
505309,5,6,3,9,5,2,2,1,7
505310,1,8,1,3,5,5,2,9,3
505311,8,7,6,7,4,9,9,5,5
505312,4,3,4,9,9,7,1,6,7
505313,4,3,9,6,4,1,6,8,3
505314,1,5,1,1,5,1,8,7,6
505315,1,3,5,1,5,3,1,6,2
505316,2,4,2,7,4,1,1,4,4
505317,2,2,5,3,3,7,5,1,3
505318,4,6,4,6,8,1,9,7,7
505319,7,7,4,4,2,6,6,8,9
505320,2,5,7,7,5,8,7,3,7
505321,4,1,8,4,3,4,3,4,5
505322,5,2,5,9,5,8,6,6,3
505323,5,5,6,4,5,6,5,9,1
505324,3,3,1,9,6,9,4,1,2
505325,8,3,9,8,2,6,7,7,5
505326,5,8,5,4,1,7,6,1,4
505327,2,2,8,9,9,4,6,4,7
505328,6,1,6,4,7,2,3,5,1
505329,9,2,7,9,7,3,5,3,6
505330,2,5,7,3,6,1,8,1,8
505331,9,4,7,8,3,7,8,2,4
505332,3,2,6,6,7,3,1,9,7
505333,3,2,1,1,5,5,7,6,1
505334,7,5,1,6,6,4,3,1,7
505335,4,1,2,1,4,4,6,4,5
505336,2,8,8,3,4,8,7,4,2
505337,8,6,9,1,1,1,9,3,6
505338,5,8,6,5,2,4,5,1,7
505339,9,8,1,8,7,8,8,8,3
505340,9,8,5,5,3,1,1,3,8
505341,3,6,7,7,6,1,3,6,7
505342,7,3,1,7,8,3,2,4,5
505343,5,3,3,7,2,7,5,1,4
505344,8,8,2,5,9,3,3,7,7
505345,2,7,2,5,5,8,5,8,9
505346,2,5,7,4,7,3,2,2,7
505347,9,8,4,3,3,2,2,6,4
505348,4,9,8,2,8,5,8,8,2
505349,8,5,6,2,8,7,1,7,1
505350,9,6,4,3,9,4,4,1,5
505351,4,1,6,5,4,9,9,4,3
505352,1,4,1,5,9,4,9,7,8
505353,7,4,7,2,3,4,3,6,3
505354,7,8,1,3,7,3,8,6,4
505355,6,8,7,9,1,6,7,2,9
505356,3,3,9,7,3,2,6,6,9
505357,6,5,8,4,3,4,8,1,5
505358,9,5,9,1,9,6,3,6,8
505359,8,1,8,8,6,1,6,2,9
505360,5,5,7,3,8,8,5,1,3
505361,7,3,5,9,5,1,9,1,5
505362,7,9,3,4,1,9,2,5,1
505363,2,1,9,8,1,8,9,8,9
505364,6,7,4,5,6,3,1,3,8
505365,5,2,7,3,3,7,5,1,4
505366,5,6,8,9,1,7,5,8,4
505367,8,6,2,7,6,8,3,4,7
505368,9,3,5,9,9,7,7,6,7
505369,5,8,1,5,9,2,3,5,7
505370,7,4,1,4,5,6,9,7,7
505371,6,4,1,3,5,8,6,5,6
505372,1,7,1,7,8,2,5,2,8
505373,4,3,7,2,4,5,2,3,1
505374,7,9,8,9,1,1,4,8,6
505375,1,9,1,8,9,9,7,8,8
505376,7,8,4,1,2,2,7,9,5
505377,9,3,1,5,6,1,4,2,8
505378,4,6,2,8,3,6,7,8,6
505379,5,4,7,9,2,5,5,3,3
505380,5,7,9,5,3,3,2,1,5
505381,8,6,6,5,5,3,6,7,4
505382,5,4,8,1,7,3,4,6,1
505383,8,5,1,6,9,1,7,9,8
505384,6,7,7,3,2,4,3,4,5
505385,3,2,8,9,7,7,8,2,4
505386,9,7,3,1,6,4,9,5,4
505387,9,8,9,2,5,6,1,4,5
505388,2,9,6,7,7,2,8,3,8
505389,6,6,1,2,1,2,2,1,1
505390,6,6,4,9,1,6,6,1,5
505391,6,8,7,7,1,5,5,1,8
505392,5,3,7,4,9,5,3,7,9
505393,7,5,5,1,4,9,9,7,7
505394,1,6,1,5,2,6,2,5,9
505395,8,9,4,6,2,7,8,2,6
505396,5,7,5,9,1,3,2,1,8
505397,6,9,5,9,1,4,2,4,8
505398,5,4,6,2,4,1,6,4,7
505399,8,4,1,6,2,6,7,2,8
505400,9,4,7,8,3,3,7,1,5
505401,2,3,5,5,3,2,6,9,4
505402,6,7,5,5,9,6,8,1,3
505403,1,8,6,6,4,2,9,4,3
505404,2,8,8,1,7,9,3,8,1
505405,7,6,8,8,2,2,3,6,1
505406,3,5,2,4,9,3,8,2,7
505407,8,7,7,4,3,4,7,2,8
505408,6,2,8,6,1,2,2,6,8
505409,8,3,9,1,4,8,4,3,9
505410,1,8,5,3,5,5,2,5,6
505411,3,7,9,1,8,2,6,5,3
505412,7,9,1,1,4,2,6,5,6
505413,2,6,2,7,4,1,4,9,2
505414,6,4,6,7,1,4,6,4,3
505415,1,6,5,9,7,4,7,6,1
505416,3,4,5,1,9,5,1,3,1
505417,3,1,7,2,6,8,2,6,6
505418,6,7,5,4,3,5,5,8,8
505419,9,2,8,2,7,1,3,7,4
505420,7,7,8,9,4,4,5,3,8
505421,2,5,6,1,4,6,5,4,9
505422,3,3,5,4,2,2,5,5,8
505423,2,1,9,3,9,2,7,5,3
505424,7,7,6,1,2,2,3,2,5
505425,9,9,4,2,1,1,7,5,9
505426,4,9,8,8,8,4,3,6,7
505427,7,1,3,8,9,4,7,9,6
505428,9,8,2,7,9,4,1,4,6
505429,9,6,9,3,4,9,9,8,9
505430,1,5,7,6,9,9,8,4,1
505431,5,1,8,7,4,8,6,6,3
505432,8,3,8,2,2,9,8,5,4
505433,4,2,2,8,5,2,6,7,9
505434,8,6,7,2,3,5,6,1,2
505435,9,2,1,7,1,8,3,5,8
505436,1,8,9,5,6,2,9,5,3
505437,4,9,8,7,8,6,6,7,7
505438,6,3,1,5,9,9,6,4,5
505439,4,8,6,3,7,1,4,2,1
505440,3,2,5,6,6,7,8,6,1
505441,5,8,8,4,5,1,7,1,4
505442,5,6,9,3,2,5,1,2,4
505443,1,1,2,9,7,5,9,9,3
505444,1,1,9,4,2,9,1,7,8
505445,5,3,3,5,2,6,8,1,5
505446,6,8,4,5,6,3,5,1,1
505447,8,5,9,3,1,1,3,3,6
505448,1,2,4,5,5,4,3,2,8
505449,8,6,2,9,3,4,9,2,6
505450,4,5,5,5,1,4,5,8,5
505451,3,8,5,1,1,8,5,2,8
505452,5,7,4,2,2,2,8,7,8
505453,1,3,1,1,4,8,1,6,6
505454,6,1,6,2,6,1,1,5,8
505455,8,7,7,3,4,5,4,8,7
505456,1,2,4,7,2,7,9,5,2
505457,3,6,5,7,5,1,1,1,6
505458,7,8,5,4,2,1,8,6,4
505459,9,3,6,6,4,4,3,5,4
505460,1,2,3,1,3,1,5,6,2
505461,3,3,7,6,1,1,6,3,1
505462,9,4,8,1,8,2,1,2,1
505463,9,4,8,4,6,2,1,9,7
505464,2,6,8,7,1,9,5,5,9
505465,1,5,6,3,8,4,2,7,2
505466,2,5,2,9,8,2,3,3,6
505467,4,2,4,1,5,6,1,3,4
505468,6,9,5,3,8,6,5,7,2
505469,8,7,3,5,5,2,2,9,7
505470,3,6,1,9,7,8,6,5,3
505471,3,6,2,3,4,6,8,6,3
505472,3,4,6,3,9,3,1,2,9
505473,9,1,9,6,5,9,7,2,2
505474,5,2,5,3,6,9,3,9,3
505475,7,4,8,1,1,6,9,9,9
505476,6,4,5,4,3,4,5,1,2
505477,7,6,6,5,1,8,3,6,5
505478,9,1,5,6,3,7,4,1,8
505479,6,4,1,8,2,3,1,6,7
505480,3,5,1,1,8,4,1,8,6
505481,3,8,5,7,8,6,9,3,7
505482,7,7,3,7,4,5,4,2,3
505483,6,8,7,4,1,6,8,9,7
505484,9,1,5,1,7,7,5,9,3
505485,1,4,3,3,1,9,9,6,7
505486,8,6,7,9,7,3,1,3,6
505487,4,8,6,6,9,5,9,7,2
505488,7,1,9,5,6,3,3,5,5
505489,6,4,7,4,8,9,6,8,3
505490,9,7,8,4,4,1,5,1,8
505491,4,2,8,1,8,4,1,8,4
505492,8,7,2,3,2,6,3,9,5
505493,8,6,3,2,3,8,2,6,3
505494,1,9,4,7,6,6,7,8,9
505495,8,8,6,4,3,7,3,7,1
505496,8,8,8,2,8,8,3,1,4
505497,9,1,4,8,1,5,7,4,6
505498,3,5,8,4,2,7,6,4,5
505499,5,5,5,4,1,9,9,8,7
505500,7,6,2,9,3,8,7,8,5
505501,4,4,5,4,3,5,9,2,8
505502,4,3,2,9,1,3,7,2,5
505503,4,3,2,6,4,6,8,6,2
505504,6,8,9,4,2,3,7,1,1
505505,1,3,9,7,9,5,4,8,2
505506,2,7,6,2,9,5,4,5,7
505507,8,6,7,5,7,9,4,6,7
505508,7,9,1,2,8,9,2,8,2
505509,7,3,5,2,9,7,2,7,7
505510,1,2,7,6,3,1,8,6,2
505511,3,5,1,3,6,8,1,5,1
505512,9,4,7,6,4,4,7,5,7
505513,9,6,3,7,7,5,4,4,9
505514,7,6,5,1,4,7,2,5,9
505515,7,5,1,7,5,3,8,7,8
505516,8,8,5,5,6,6,4,5,8
505517,3,3,8,7,3,1,9,9,9
505518,3,9,8,2,3,7,6,6,1
505519,6,7,6,4,6,2,6,8,5
505520,8,7,6,4,9,8,8,6,5
505521,5,1,4,5,7,1,5,3,3
505522,3,3,1,6,7,7,9,4,6
505523,5,7,5,3,4,2,3,9,2
505524,8,6,8,6,8,5,1,6,1
505525,3,9,6,5,1,6,3,7,9
505526,1,9,3,3,2,5,8,9,1
505527,5,3,9,3,5,3,2,6,2
505528,9,7,2,8,7,8,4,4,8
505529,9,6,5,4,3,2,4,9,5
505530,1,8,6,2,4,2,1,7,6
505531,7,5,6,8,3,5,9,4,1
505532,2,7,2,3,1,2,3,2,5
505533,4,9,5,8,3,1,4,9,6
505534,2,8,9,9,5,9,8,2,3
505535,9,1,6,6,3,5,4,9,3
505536,5,8,4,7,8,1,5,9,4
505537,5,7,3,7,1,5,9,3,8
505538,2,6,5,1,6,4,5,1,5
505539,8,8,9,9,1,5,9,7,6
505540,2,6,6,8,8,7,2,2,6
505541,5,1,2,9,8,1,4,2,3
505542,4,9,2,4,5,5,4,4,4
505543,8,3,6,9,4,4,8,7,5
505544,9,4,6,3,8,9,5,1,1
505545,9,1,5,8,4,4,1,2,7
505546,9,2,2,1,3,7,7,8,3
